name,member,weld,plate,bolt_group,a
WSP761,DWC 1200WB342 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP762,DWC 1200WB317 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP763,DWC 1200WB249 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP764,DWC 1200WB278 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP765,DWC 1000WB322 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP766,DWC 1000WB296 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP767,DWC 1000WB258 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP768,DWC 1000WB215 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP769,DWC 900WB282 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP770,DWC 900WB257 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP771,DWC 900WB218 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP772,DWC 900WB175 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP773,DWC 800WB192 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP774,DWC 800WB168 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP775,DWC 800WB146 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP776,DWC 800WB122 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP777,DWC 700WB173 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP778,DWC 700WB150 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP779,DWC 700WB130 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP780,DWC 700WB115 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP781,DWC 1000WB322 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP782,DWC 1000WB296 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP783,DWC 1000WB258 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP784,DWC 1000WB215 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP785,DWC 900WB282 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP786,DWC 900WB257 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP787,DWC 900WB218 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP788,DWC 900WB175 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP789,DWC 800WB192 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP790,DWC 800WB168 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP791,DWC 800WB146 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP792,DWC 800WB122 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP793,DWC 700WB173 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP794,DWC 700WB150 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP795,DWC 700WB130 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP796,DWC 700WB115 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP797,DWC 610UB125 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP798,DWC 610UB113 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP799,DWC 610UB101 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP800,DWC 800WB192 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP801,DWC 800WB168 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP802,DWC 800WB146 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP803,DWC 800WB122 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP804,DWC 700WB173 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP805,DWC 700WB150 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP806,DWC 700WB130 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP807,DWC 700WB115 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP808,DWC 610UB125 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP809,DWC 610UB113 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP810,DWC 610UB101 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP811,DWC 530UB92.4 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP812,DWC 530UB82.0 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP813,DWC 700WB173 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP814,DWC 700WB150 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP815,DWC 700WB130 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP816,DWC 700WB115 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP817,DWC 610UB125 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP818,DWC 610UB113 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP819,DWC 610UB101 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP820,DWC 530UB92.4 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP821,DWC 530UB82.0 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP822,DWC 460UB82.1 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP823,DWC 460UB74.6 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP824,DWC 460UB67.1 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"5x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP825,DWC 530UB92.4 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP826,DWC 530UB82.0 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP827,DWC 460UB82.1 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP828,DWC 460UB74.6 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP829,DWC 460UB67.1 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP830,DWC 410UB59.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP831,DWC 410UB53.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP832,DWC 380PFC (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"4x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP833,DWC 410UB59.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP834,DWC 410UB53.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP835,DWC 380PFC (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP836,DWC 360UB56.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP837,DWC 360UB50.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP838,DWC 360UB44.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP839,DWC 300PFC (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP840,DWC 310UC158 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP841,DWC 310UC137 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP842,DWC 310UC118 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP843,DWC 310UC96.8 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP844,DWC 310UB46.2 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP845,DWC 310UB40.4 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP846,DWC 310UB32.0 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"3x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP847,DWC 250UB37.3 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP848,DWC 250UB31.4 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP849,DWC 250UB25.7 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP850,DWC 200UB29.8 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP851,DWC 200UB25.4 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP852,DWC 200UB22.3 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP853,DWC 200UB18.2 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP854,DWC 250PFC (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP855,DWC 230PFC (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP856,DWC 200PFC (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP857,DWC 250UC89.5 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP858,DWC 250UC72.9 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP859,DWC 200UC59.5 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP860,DWC 200UC52.2 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP861,DWC 200UC46.2 (GR300),6mm CFW SP E48XX,90mm 8mm Plate GR250,"2x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",70
WSP862,DWC 1200WB455 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP863,DWC 1200WB423 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP864,DWC 1200WB392 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP865,DWC 1200WB342 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP866,DWC 1200WB317 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP867,DWC 1200WB249 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP868,DWC 1200WB278 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP869,DWC 1000WB322 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP870,DWC 1000WB296 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP871,DWC 1000WB258 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP872,DWC 1000WB215 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP873,DWC 900WB282 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP874,DWC 900WB257 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP875,DWC 900WB218 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP876,DWC 900WB175 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP877,DWC 800WB192 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP878,DWC 800WB168 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP879,DWC 800WB146 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP880,DWC 800WB122 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"9x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP881,DWC 1200WB455 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP882,DWC 1200WB423 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP883,DWC 1200WB392 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP884,DWC 1200WB342 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP885,DWC 1200WB317 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP886,DWC 1200WB249 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP887,DWC 1200WB278 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP888,DWC 1000WB322 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP889,DWC 1000WB296 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP890,DWC 1000WB258 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP891,DWC 1000WB215 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP892,DWC 900WB282 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP893,DWC 900WB257 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP894,DWC 900WB218 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP895,DWC 900WB175 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP896,DWC 800WB192 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP897,DWC 800WB168 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP898,DWC 800WB146 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP899,DWC 800WB122 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP900,DWC 700WB173 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP901,DWC 700WB150 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP902,DWC 700WB130 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP903,DWC 700WB115 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"8x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP904,DWC 1000WB322 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP905,DWC 1000WB296 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP906,DWC 1000WB258 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP907,DWC 1000WB215 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP908,DWC 900WB282 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP909,DWC 900WB257 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP910,DWC 900WB218 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP911,DWC 900WB175 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP912,DWC 800WB192 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP913,DWC 800WB168 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP914,DWC 800WB146 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP915,DWC 800WB122 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP916,DWC 700WB173 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP917,DWC 700WB150 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP918,DWC 700WB130 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP919,DWC 700WB115 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP920,DWC 610UB125 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP921,DWC 610UB113 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP922,DWC 610UB101 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"7x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP923,DWC 800WB192 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP924,DWC 800WB168 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP925,DWC 800WB146 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP926,DWC 800WB122 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP927,DWC 700WB173 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP928,DWC 700WB150 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP929,DWC 700WB130 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP930,DWC 700WB115 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
WSP931,DWC 610UB125 (GR300),8mm CFW SP E48XX,90mm 10mm Plate GR250,"6x1 (70px55g) 35,35,35,35 M20 8.8/S (TI)",100
